Station_ID,City,State,Charger_Type,Energy_Consumed_kWh,Charging_Duration_Minutes,Session_Date,Revenue,User_Type,Payment_Mode
STN_155,Mumbai,Maharashtra,DC Fast,39.88,56.32,2025-06-02 09:23:06.060650,598.2,Member,Credit Card
STN_892,Ahmedabad,Gujarat,Slow,21.82,32.51,2026-01-24 11:52:06.060650,174.56,Member,UPI
STN_770,Bangalore,Karnataka,Fast,50.78,87.0,2025-07-13 11:14:06.060650,609.36,Member,Credit Card
STN_883,Delhi,Delhi,Fast,41.84,57.88,2026-01-24 15:24:06.060650,502.08,Member,UPI
STN_183,Chennai,Tamil Nadu,Fast,29.69,39.4,2025-06-20 01:54:06.060650,356.28,Member,UPI
STN_217,Hyderabad,Telangana,Slow,21.53,28.98,2025-04-10 21:42:06.060650,172.24,Member,Wallet
STN_952,Pune,Maharashtra,DC Fast,54.59,70.58,2025-12-28 22:41:06.060650,818.85,Member,Debit Card
STN_474,Pune,Maharashtra,Slow,20.32,29.7,2025-09-18 09:14:06.060650,162.56,Member,Credit Card
STN_279,Ahmedabad,Gujarat,DC Fast,50.68,87.5,2025-08-08 03:59:06.060650,760.2,Member,UPI
STN_723,Pune,Maharashtra,Level 2,25.12,30.52,2025-11-09 17:31:06.060650,251.2,Member,UPI
STN_380,Chennai,Tamil Nadu,Slow,12.66,19.16,2026-02-10 01:32:06.060650,101.28,Member,Debit Card
STN_137,Hyderabad,Telangana,DC Fast,44.53,68.46,2025-06-17 23:53:06.060650,667.95,Member,Wallet
STN_289,Pune,Maharashtra,Level 2,20.2,31.42,2026-02-08 22:52:06.060650,202.0,Member,Wallet
STN_493,Bangalore,Karnataka,Slow,17.34,31.3,2025-03-11 08:52:06.060650,138.72,Member,Wallet
STN_774,Kolkata,West Bengal,Fast,31.55,47.17,2025-10-20 17:39:06.060650,378.6,Member,UPI
STN_638,Delhi,Delhi,Slow,13.7,21.08,2026-02-15 13:50:06.060650,109.6,Member,Debit Card
STN_997,Bangalore,Karnataka,Fast,46.33,76.5,2025-09-11 08:25:06.060650,555.96,Member,UPI
STN_756,Ahmedabad,Gujarat,Fast,35.74,70.02,2025-03-12 01:45:06.060650,428.88,Member,Credit Card
STN_658,Hyderabad,Telangana,DC Fast,41.0,81.66,2025-07-23 16:21:06.060650,615.0,Member,UPI
STN_636,Ahmedabad,Gujarat,Fast,11.71,20.09,2025-09-08 08:48:06.060650,140.52,Member,Debit Card
STN_982,Hyderabad,Telangana,Slow,10.78,17.73,2025-02-25 11:15:06.060650,86.24,Member,UPI
STN_244,Bangalore,Karnataka,Level 2,30.42,54.67,2025-03-18 06:02:06.060650,304.2,Member,UPI
STN_476,Pune,Maharashtra,Level 2,26.94,43.04,2025-09-01 14:15:06.060650,269.4,Member,Debit Card
STN_159,Pune,Maharashtra,Fast,52.19,81.65,2025-03-10 08:34:06.060650,626.28,Member,Debit Card
STN_488,Delhi,Delhi,Slow,15.07,23.6,2026-02-05 21:20:06.060650,120.56,Member,Debit Card
STN_226,Delhi,Delhi,Level 2,32.93,46.86,2025-02-26 07:36:06.060650,329.3,Member,UPI
STN_391,Chennai,Tamil Nadu,Fast,34.62,56.02,2025-06-17 14:42:06.060650,415.44,Member,Wallet
STN_590,Chennai,Tamil Nadu,Slow,14.23,27.99,2025-09-18 06:54:06.060650,113.84,Member,UPI
STN_390,Hyderabad,Telangana,Slow,16.52,31.12,2025-07-23 17:29:06.060650,132.16,Member,Wallet
STN_961,Hyderabad,Telangana,Slow,19.04,28.14,2025-07-15 21:16:06.060650,152.32,Member,UPI
STN_803,Hyderabad,Telangana,Slow,16.01,31.95,2025-08-02 06:47:06.060650,128.08,Member,UPI
STN_958,Hyderabad,Telangana,Fast,26.7,44.17,2025-11-12 19:38:06.060650,320.4,Member,UPI
STN_397,Pune,Maharashtra,Fast,28.72,53.65,2025-08-30 20:53:06.060650,344.64,Member,Wallet
STN_640,Kolkata,West Bengal,Fast,39.9,49.84,2025-09-30 19:45:06.060650,478.8,Member,UPI
STN_967,Bangalore,Karnataka,DC Fast,36.01,69.68,2026-02-03 18:54:06.060650,540.15,Member,UPI
STN_948,Chennai,Tamil Nadu,DC Fast,15.46,30.59,2025-03-10 21:11:06.060650,231.9,Member,UPI
STN_436,Mumbai,Maharashtra,Level 2,21.86,43.55,2025-09-16 01:27:06.060650,218.6,Member,UPI
STN_651,Pune,Maharashtra,DC Fast,36.33,58.31,2025-06-10 19:51:06.060650,544.95,Member,UPI
STN_826,Mumbai,Maharashtra,DC Fast,48.49,78.72,2025-05-08 11:10:06.060650,727.35,Member,Wallet
STN_755,Ahmedabad,Gujarat,DC Fast,72.36,87.92,2025-04-29 02:23:06.060650,1085.4,Member,UPI
STN_873,Pune,Maharashtra,DC Fast,50.69,89.67,2025-12-20 19:30:06.060650,760.35,Member,Wallet
STN_827,Delhi,Delhi,Level 2,21.22,35.14,2025-03-08 22:27:06.060650,212.2,Member,Wallet
STN_263,Pune,Maharashtra,Slow,19.74,32.66,2025-12-07 11:53:06.060650,157.92,Member,UPI
STN_356,Kolkata,West Bengal,Slow,15.12,25.72,2025-12-13 10:00:06.060650,120.96,Member,Wallet
STN_694,Bangalore,Karnataka,Fast,37.03,52.75,2025-03-20 00:22:06.060650,444.36,Member,UPI
STN_375,Delhi,Delhi,DC Fast,60.53,106.81,2025-11-06 23:24:06.060650,907.95,Member,UPI
STN_793,Hyderabad,Telangana,Level 2,25.24,32.69,2025-06-23 06:26:06.060650,252.4,Member,Credit Card
STN_389,Delhi,Delhi,Fast,38.34,50.82,2025-10-14 10:16:06.060650,460.08,Member,UPI
STN_174,Chennai,Tamil Nadu,Fast,35.65,67.1,2025-08-24 04:50:06.060650,427.8,Member,Debit Card
STN_435,Ahmedabad,Gujarat,Fast,42.97,61.26,2025-09-01 19:30:06.060650,515.64,Member,Debit Card
STN_103,Delhi,Delhi,DC Fast,52.36,74.89,2025-06-19 07:59:06.060650,785.4,Member,UPI
STN_187,Chennai,Tamil Nadu,DC Fast,42.46,53.09,2025-10-30 16:25:06.060650,636.9,Member,UPI
STN_833,Delhi,Delhi,Fast,40.89,68.71,2025-04-27 00:28:06.060650,490.68,Member,Debit Card
STN_210,Hyderabad,Telangana,Fast,37.09,63.55,2025-03-21 23:39:06.060650,445.08,Member,UPI
STN_815,Ahmedabad,Gujarat,Fast,32.35,61.46,2025-07-06 11:58:06.060650,388.2,Member,Wallet
STN_868,Mumbai,Maharashtra,Slow,16.42,24.71,2025-03-09 08:59:06.060650,131.36,Member,Wallet
STN_912,Ahmedabad,Gujarat,Level 2,26.39,48.02,2025-02-22 13:51:06.060650,263.9,Member,Debit Card
STN_977,Bangalore,Karnataka,Fast,38.22,68.36,2025-09-16 16:00:06.060650,458.64,Member,UPI
STN_995,Ahmedabad,Gujarat,DC Fast,44.3,53.71,2025-04-18 14:17:06.060650,664.5,Member,UPI
STN_343,Chennai,Tamil Nadu,Slow,20.13,38.09,2025-11-22 19:10:06.060650,161.04,Member,Credit Card
STN_527,Delhi,Delhi,Fast,29.76,48.48,2025-09-09 13:11:06.060650,357.12,Member,UPI
STN_507,Mumbai,Maharashtra,Level 2,19.38,28.57,2025-03-31 20:30:06.060650,193.8,Member,Wallet
STN_849,Kolkata,West Bengal,Slow,11.35,16.59,2025-04-26 08:51:06.060650,90.8,Member,UPI
STN_537,Mumbai,Maharashtra,Slow,20.98,40.29,2025-02-28 18:08:06.060650,167.84,Member,Wallet
STN_632,Kolkata,West Bengal,Fast,23.75,34.33,2026-01-18 18:27:06.060650,285.0,Member,Wallet
STN_432,Kolkata,West Bengal,Level 2,27.5,49.32,2025-05-31 21:25:06.060650,275.0,Member,Debit Card
STN_986,Pune,Maharashtra,DC Fast,41.14,80.0,2025-10-14 13:15:06.060650,617.1,Member,UPI
STN_576,Bangalore,Karnataka,Level 2,23.65,38.62,2025-02-26 23:15:06.060650,236.5,Member,Debit Card
STN_977,Hyderabad,Telangana,Fast,33.31,56.35,2025-11-21 21:08:06.060650,399.72,Member,Credit Card
STN_224,Bangalore,Karnataka,Fast,54.85,73.74,2025-09-11 01:01:06.060650,658.2,Member,Credit Card
STN_868,Mumbai,Maharashtra,DC Fast,40.03,63.4,2025-10-19 05:59:06.060650,600.45,Member,UPI
STN_197,Hyderabad,Telangana,Slow,13.95,24.32,2025-08-26 08:38:06.060650,111.6,Member,UPI
STN_462,Delhi,Delhi,Level 2,36.41,56.83,2026-02-01 04:32:06.060650,364.1,Member,UPI
STN_405,Pune,Maharashtra,Level 2,17.54,26.81,2025-11-22 14:34:06.060650,175.4,Member,UPI
STN_691,Chennai,Tamil Nadu,Level 2,18.68,22.76,2026-02-11 17:41:06.060650,186.8,Member,UPI
STN_751,Kolkata,West Bengal,Slow,22.62,33.56,2026-01-26 03:20:06.060650,180.96,Member,Wallet
STN_241,Kolkata,West Bengal,Slow,20.25,25.05,2025-04-11 00:29:06.060650,162.0,Member,Wallet
STN_891,Chennai,Tamil Nadu,DC Fast,41.81,74.88,2025-10-20 11:14:06.060650,627.15,Member,UPI
STN_802,Hyderabad,Telangana,DC Fast,35.85,51.45,2025-05-18 00:03:06.060650,537.75,Member,Wallet
STN_324,Hyderabad,Telangana,Level 2,14.03,18.16,2025-04-04 07:42:06.060650,140.3,Member,Wallet
STN_215,Hyderabad,Telangana,Slow,26.09,38.2,2026-01-28 20:18:06.060650,208.72,Member,Wallet
STN_377,Chennai,Tamil Nadu,DC Fast,52.4,67.9,2026-02-19 13:06:06.060650,786.0,Member,Wallet
STN_594,Delhi,Delhi,Fast,46.88,62.38,2025-09-15 21:50:06.060650,562.56,Member,Debit Card
STN_640,Bangalore,Karnataka,Level 2,31.71,46.92,2025-06-11 22:31:06.060650,317.1,Member,Credit Card
STN_690,Hyderabad,Telangana,Level 2,28.01,46.95,2025-10-19 22:30:06.060650,280.1,Member,Debit Card
STN_675,Kolkata,West Bengal,Level 2,21.87,26.6,2025-07-13 03:21:06.060650,218.7,Member,Wallet
STN_114,Delhi,Delhi,Slow,13.44,24.39,2025-03-29 11:40:06.060650,107.52,Member,Debit Card
STN_630,Chennai,Tamil Nadu,Fast,44.8,79.15,2025-03-08 00:48:06.060650,537.6,Member,Debit Card
STN_978,Chennai,Tamil Nadu,Fast,31.93,59.49,2025-05-14 15:26:06.060650,383.16,Member,UPI
STN_492,Chennai,Tamil Nadu,Fast,28.1,55.57,2025-03-18 13:04:06.060650,337.2,Member,UPI
STN_405,Kolkata,West Bengal,Fast,30.3,53.75,2026-01-19 11:53:06.060650,363.6,Member,UPI
STN_483,Pune,Maharashtra,Slow,24.47,30.89,2025-03-18 20:55:06.060650,195.76,Member,Debit Card
STN_947,Chennai,Tamil Nadu,Fast,28.8,47.63,2025-08-20 07:05:06.060650,345.6,Member,UPI
STN_483,Chennai,Tamil Nadu,Fast,32.49,45.12,2026-02-06 10:59:06.060650,389.88,Member,UPI
STN_151,Kolkata,West Bengal,Fast,34.63,49.45,2025-08-11 01:45:06.060650,415.56,Member,Debit Card
STN_319,Hyderabad,Telangana,Level 2,26.72,37.25,2025-12-21 21:51:06.060650,267.2,Member,UPI
STN_756,Delhi,Delhi,DC Fast,36.55,51.98,2026-02-01 07:18:06.060650,548.25,Member,UPI
STN_908,Delhi,Delhi,Slow,17.61,26.66,2025-12-20 07:24:06.060650,140.88,Member,UPI
STN_676,Ahmedabad,Gujarat,DC Fast,54.44,96.85,2025-09-27 21:57:06.060650,816.6,Member,Credit Card
STN_549,Chennai,Tamil Nadu,Slow,28.75,41.83,2025-12-21 09:42:06.060650,230.0,Member,UPI
STN_319,Delhi,Delhi,Level 2,18.97,34.49,2025-02-26 02:48:06.060650,189.7,Member,UPI
STN_867,Pune,Maharashtra,Fast,28.03,55.11,2025-11-11 07:52:06.060650,336.36,Member,UPI
STN_400,Kolkata,West Bengal,DC Fast,37.55,58.84,2025-03-08 09:28:06.060650,563.25,Member,Credit Card
STN_764,Kolkata,West Bengal,Level 2,29.02,41.43,2026-01-10 06:08:06.060650,290.2,Member,Wallet
STN_114,Hyderabad,Telangana,DC Fast,35.56,50.27,2025-12-20 02:43:06.060650,533.4,Member,UPI
STN_353,Pune,Maharashtra,Slow,17.44,29.4,2025-09-02 23:13:06.060650,139.52,Member,UPI
STN_119,Mumbai,Maharashtra,Fast,33.32,43.27,2025-10-03 07:13:06.060650,399.84,Member,UPI
STN_396,Kolkata,West Bengal,Fast,53.1,99.77,2025-10-06 16:05:06.060650,637.2,Member,UPI
STN_514,Delhi,Delhi,Level 2,21.97,30.4,2026-01-20 02:56:06.060650,219.7,Member,UPI
STN_184,Kolkata,West Bengal,Fast,30.53,53.17,2025-06-04 10:13:06.060650,366.36,Member,UPI
STN_613,Pune,Maharashtra,DC Fast,51.69,79.84,2025-08-14 00:51:06.060650,775.35,Member,UPI
STN_394,Ahmedabad,Gujarat,Slow,19.72,27.1,2025-08-15 12:58:06.060650,157.76,Member,UPI
STN_588,Delhi,Delhi,Fast,30.04,40.29,2025-06-15 12:44:06.060650,360.48,Member,Debit Card
STN_792,Hyderabad,Telangana,Slow,24.86,34.49,2025-04-17 04:01:06.060650,198.88,Member,UPI
STN_855,Mumbai,Maharashtra,Fast,24.85,33.47,2025-06-30 06:36:06.060650,298.2,Member,UPI
STN_678,Ahmedabad,Gujarat,Slow,17.92,27.65,2025-07-09 10:24:06.060650,143.36,Member,UPI
STN_628,Mumbai,Maharashtra,Fast,32.83,45.54,2025-11-10 17:56:06.060650,393.96,Member,UPI
STN_467,Chennai,Tamil Nadu,Level 2,24.4,44.67,2025-07-17 17:33:06.060650,244.0,Member,Wallet
STN_627,Mumbai,Maharashtra,Slow,14.86,26.34,2025-08-17 15:33:06.060650,118.88,Member,UPI
STN_397,Delhi,Delhi,Level 2,24.53,48.87,2026-01-06 22:14:06.060650,245.3,Member,UPI
STN_235,Kolkata,West Bengal,Level 2,26.38,36.99,2025-08-22 15:24:06.060650,263.8,Member,Wallet
STN_858,Pune,Maharashtra,DC Fast,23.39,34.72,2025-12-24 01:09:06.060650,350.85,Member,Debit Card
STN_293,Kolkata,West Bengal,Slow,15.89,29.78,2025-07-14 13:43:06.060650,127.12,Member,Debit Card
STN_414,Hyderabad,Telangana,Fast,29.1,37.02,2025-05-08 05:33:06.060650,349.2,Member,UPI
STN_365,Hyderabad,Telangana,Level 2,38.67,77.23,2025-10-12 09:40:06.060650,386.7,Member,UPI
STN_286,Delhi,Delhi,Slow,27.1,41.34,2025-11-16 14:03:06.060650,216.8,Member,UPI
STN_729,Bangalore,Karnataka,DC Fast,49.68,81.38,2025-12-07 08:59:06.060650,745.2,Member,UPI
STN_986,Chennai,Tamil Nadu,Slow,14.06,25.78,2025-05-18 18:32:06.060650,112.48,Member,UPI
STN_927,Kolkata,West Bengal,Slow,15.65,19.56,2025-03-12 18:04:06.060650,125.2,Member,Wallet
STN_253,Kolkata,West Bengal,Level 2,23.58,38.0,2025-02-25 21:36:06.060650,235.8,Member,UPI
STN_158,Ahmedabad,Gujarat,Fast,31.08,47.4,2025-05-24 10:46:06.060650,372.96,Member,UPI
STN_849,Ahmedabad,Gujarat,Slow,20.72,28.8,2025-05-19 00:13:06.060650,165.76,Member,Wallet
STN_888,Ahmedabad,Gujarat,DC Fast,61.02,86.02,2025-03-01 09:52:06.060650,915.3,Member,Wallet
STN_116,Pune,Maharashtra,Level 2,8.92,12.78,2025-06-27 10:39:06.060650,89.2,Member,UPI
STN_341,Kolkata,West Bengal,Slow,16.53,30.51,2026-01-12 09:21:06.060650,132.24,Member,Credit Card
STN_980,Hyderabad,Telangana,DC Fast,66.43,89.77,2025-05-05 03:42:06.060650,996.45,Member,UPI
STN_606,Delhi,Delhi,DC Fast,42.43,69.03,2025-06-25 23:23:06.060650,636.45,Member,Wallet
STN_655,Hyderabad,Telangana,Level 2,26.72,48.75,2025-12-25 17:55:06.060650,267.2,Member,Credit Card
STN_165,Chennai,Tamil Nadu,DC Fast,25.21,45.76,2025-08-25 23:08:06.060650,378.15,Member,UPI
STN_320,Ahmedabad,Gujarat,Fast,45.87,89.59,2025-12-02 06:46:06.060650,550.44,Member,UPI
STN_986,Delhi,Delhi,Level 2,18.88,32.11,2025-09-10 18:40:06.060650,188.8,Member,UPI
STN_707,Kolkata,West Bengal,Level 2,27.65,35.5,2025-03-01 12:31:06.060650,276.5,Member,UPI
STN_397,Bangalore,Karnataka,Fast,28.08,53.29,2025-03-07 16:48:06.060650,336.96,Member,UPI
STN_402,Pune,Maharashtra,DC Fast,21.08,26.26,2025-08-19 16:57:06.060650,316.2,Member,UPI
STN_134,Pune,Maharashtra,Level 2,27.08,40.75,2025-03-20 15:45:06.060650,270.8,Member,Credit Card
STN_523,Delhi,Delhi,Level 2,29.58,44.84,2026-02-01 01:43:06.060650,295.8,Member,Debit Card
STN_288,Hyderabad,Telangana,Fast,34.64,53.43,2026-01-12 14:33:06.060650,415.68,Member,UPI
STN_250,Hyderabad,Telangana,Slow,12.36,16.5,2026-02-19 16:15:06.060650,98.88,Member,Wallet
STN_946,Bangalore,Karnataka,DC Fast,68.93,83.74,2025-11-07 12:57:06.060650,1033.95,Member,Wallet
STN_272,Pune,Maharashtra,Fast,40.78,52.41,2025-09-02 11:26:06.060650,489.36,Member,Debit Card
STN_732,Hyderabad,Telangana,Fast,36.51,49.97,2025-04-15 19:44:06.060650,438.12,Member,UPI
STN_330,Chennai,Tamil Nadu,Fast,44.34,62.76,2026-02-01 07:50:06.060650,532.08,Member,UPI
STN_306,Delhi,Delhi,DC Fast,40.09,76.4,2025-12-14 13:08:06.060650,601.35,Member,UPI
STN_775,Mumbai,Maharashtra,Slow,27.7,41.39,2026-01-15 04:22:06.060650,221.6,Member,UPI
STN_497,Hyderabad,Telangana,Level 2,29.45,53.76,2025-10-17 23:32:06.060650,294.5,Member,Wallet
STN_949,Bangalore,Karnataka,Slow,23.29,42.01,2026-02-20 16:35:06.060650,186.32,Member,UPI
STN_288,Delhi,Delhi,Level 2,23.12,37.31,2026-02-05 07:36:06.060650,231.2,Member,Credit Card
STN_856,Hyderabad,Telangana,Fast,26.66,49.92,2025-05-02 05:39:06.060650,319.92,Member,Wallet
STN_302,Bangalore,Karnataka,Slow,19.02,34.8,2025-12-14 21:06:06.060650,152.16,Member,UPI
STN_329,Delhi,Delhi,DC Fast,40.49,79.83,2025-09-28 02:02:06.060650,607.35,Member,UPI
STN_265,Mumbai,Maharashtra,Fast,51.69,98.38,2025-11-22 00:56:06.060650,620.28,Member,UPI
STN_376,Hyderabad,Telangana,Fast,24.64,41.75,2025-05-05 15:33:06.060650,295.68,Member,Wallet
STN_171,Ahmedabad,Gujarat,Level 2,33.75,56.04,2025-05-22 16:54:06.060650,337.5,Member,UPI
STN_645,Bangalore,Karnataka,DC Fast,29.12,44.43,2025-06-15 17:40:06.060650,436.8,Member,Debit Card
STN_833,Pune,Maharashtra,DC Fast,36.31,60.24,2025-04-06 07:59:06.060650,544.65,Member,Credit Card
STN_938,Bangalore,Karnataka,Fast,22.15,40.06,2026-01-10 05:55:06.060650,265.8,Member,UPI
STN_976,Delhi,Delhi,Fast,31.09,50.53,2025-07-13 13:00:06.060650,373.08,Member,UPI
STN_523,Ahmedabad,Gujarat,DC Fast,43.15,82.33,2025-10-14 15:31:06.060650,647.25,Member,UPI
STN_580,Pune,Maharashtra,Slow,14.96,26.99,2025-06-09 13:53:06.060650,119.68,Member,UPI
STN_389,Delhi,Delhi,Level 2,27.65,34.87,2025-06-29 22:59:06.060650,276.5,Member,UPI
STN_650,Ahmedabad,Gujarat,Level 2,23.93,47.12,2025-05-29 15:53:06.060650,239.3,Member,UPI
STN_398,Kolkata,West Bengal,Level 2,13.27,21.65,2026-01-04 09:34:06.060650,132.7,Member,Debit Card
STN_496,Ahmedabad,Gujarat,Slow,13.41,24.64,2025-03-25 06:32:06.060650,107.28,Member,UPI
STN_492,Pune,Maharashtra,Fast,32.42,50.05,2026-01-07 13:15:06.060650,389.04,Member,UPI
STN_872,Mumbai,Maharashtra,Level 2,31.71,41.81,2025-09-07 04:05:06.060650,317.1,Member,Wallet
STN_454,Pune,Maharashtra,Slow,18.69,23.39,2025-10-09 02:38:06.060650,149.52,Member,UPI
STN_726,Kolkata,West Bengal,DC Fast,40.59,72.54,2026-02-20 12:47:06.060650,608.85,Member,Wallet
STN_644,Hyderabad,Telangana,Fast,23.81,38.85,2026-02-19 18:20:06.060650,285.72,Member,Wallet
STN_635,Bangalore,Karnataka,Slow,18.91,25.46,2025-12-13 01:11:06.060650,151.28,Member,Debit Card
STN_742,Pune,Maharashtra,Level 2,33.24,52.17,2025-10-20 12:33:06.060650,332.4,Member,UPI
STN_364,Kolkata,West Bengal,Slow,16.59,21.88,2025-06-11 21:25:06.060650,132.72,Member,Wallet
STN_170,Mumbai,Maharashtra,DC Fast,36.68,65.69,2025-05-24 01:08:06.060650,550.2,Member,Debit Card
STN_945,Pune,Maharashtra,Slow,20.97,33.21,2025-07-19 14:48:06.060650,167.76,Member,Credit Card
STN_457,Ahmedabad,Gujarat,Fast,44.3,78.27,2025-08-23 05:12:06.060650,531.6,Member,Debit Card
STN_196,Bangalore,Karnataka,Level 2,24.08,29.53,2026-01-07 17:56:06.060650,240.8,Member,UPI
STN_447,Ahmedabad,Gujarat,Slow,21.58,26.21,2025-10-05 16:29:06.060650,172.64,Member,UPI
STN_263,Kolkata,West Bengal,Level 2,22.64,37.04,2025-05-20 00:02:06.060650,226.4,Member,Credit Card
STN_531,Hyderabad,Telangana,Fast,41.13,74.38,2025-06-29 04:00:06.060650,493.56,Member,Credit Card
STN_208,Delhi,Delhi,Level 2,33.6,59.83,2025-12-24 00:22:06.060650,336.0,Member,Wallet
STN_727,Hyderabad,Telangana,Slow,22.62,38.83,2025-10-16 17:37:06.060650,180.96,Member,UPI
STN_884,Bangalore,Karnataka,DC Fast,50.51,76.87,2025-06-28 19:56:06.060650,757.65,Member,UPI
STN_557,Pune,Maharashtra,Fast,49.44,93.99,2025-07-06 02:20:06.060650,593.28,Member,UPI
STN_412,Chennai,Tamil Nadu,Slow,16.83,23.86,2025-05-30 04:34:06.060650,134.64,Member,Credit Card
STN_160,Chennai,Tamil Nadu,Level 2,28.3,47.06,2025-08-04 11:32:06.060650,283.0,Member,UPI
STN_606,Delhi,Delhi,Slow,16.99,22.82,2025-08-31 06:45:06.060650,135.92,Member,Wallet
STN_407,Kolkata,West Bengal,Fast,39.41,53.85,2025-09-22 01:46:06.060650,472.92,Member,UPI
STN_414,Pune,Maharashtra,Slow,21.63,41.12,2026-02-04 12:46:06.060650,173.04,Member,UPI
STN_371,Pune,Maharashtra,Slow,22.97,33.62,2026-02-13 20:25:06.060650,183.76,Member,UPI
STN_571,Delhi,Delhi,Fast,35.53,44.4,2025-03-01 05:15:06.060650,426.36,Member,UPI
STN_312,Mumbai,Maharashtra,Level 2,14.52,25.73,2025-08-06 04:13:06.060650,145.2,Member,UPI
STN_724,Pune,Maharashtra,Slow,17.09,33.59,2025-03-19 23:10:06.060650,136.72,Member,Debit Card
STN_506,Ahmedabad,Gujarat,Slow,21.44,33.5,2026-01-30 15:30:06.060650,171.52,Member,UPI
STN_360,Chennai,Tamil Nadu,DC Fast,48.4,87.96,2025-09-21 08:12:06.060650,726.0,Member,UPI
STN_682,Bangalore,Karnataka,Fast,38.9,62.48,2025-09-05 21:54:06.060650,466.8,Member,UPI
STN_451,Chennai,Tamil Nadu,DC Fast,52.93,90.02,2025-07-14 16:32:06.060650,793.95,Member,UPI
STN_298,Bangalore,Karnataka,Fast,26.65,49.24,2025-08-27 10:52:06.060650,319.8,Member,UPI
STN_601,Kolkata,West Bengal,Fast,41.78,81.9,2025-06-29 16:27:06.060650,501.36,Member,UPI
STN_414,Delhi,Delhi,Fast,49.93,89.36,2025-09-26 13:51:06.060650,599.16,Member,Debit Card
STN_172,Ahmedabad,Gujarat,Fast,32.42,56.08,2025-08-24 20:55:06.060650,389.04,Member,UPI
STN_212,Hyderabad,Telangana,Fast,43.14,67.26,2025-11-24 07:43:06.060650,517.68,Member,UPI
STN_870,Bangalore,Karnataka,DC Fast,46.26,57.77,2025-02-23 17:33:06.060650,693.9,Member,UPI
STN_989,Hyderabad,Telangana,DC Fast,49.59,93.2,2025-03-21 11:14:06.060650,743.85,Member,UPI
STN_148,Bangalore,Karnataka,DC Fast,54.08,70.89,2026-02-19 04:13:06.060650,811.2,Member,Wallet
STN_128,Mumbai,Maharashtra,Fast,37.67,70.01,2025-11-11 05:09:06.060650,452.04,Member,Wallet
STN_497,Hyderabad,Telangana,Level 2,22.72,40.15,2025-03-15 19:23:06.060650,227.2,Member,UPI
STN_376,Kolkata,West Bengal,Fast,38.04,72.7,2025-09-17 02:52:06.060650,456.48,Member,Wallet
STN_136,Delhi,Delhi,Level 2,19.98,30.78,2025-03-08 07:21:06.060650,199.8,Member,UPI
STN_188,Ahmedabad,Gujarat,Fast,23.94,30.3,2025-05-26 13:39:06.060650,287.28,Member,Wallet
STN_396,Bangalore,Karnataka,Level 2,12.44,23.81,2026-02-06 17:53:06.060650,124.4,Member,Wallet
STN_373,Delhi,Delhi,DC Fast,60.08,81.84,2025-02-23 09:33:06.060650,901.2,Member,UPI
STN_480,Chennai,Tamil Nadu,DC Fast,50.11,86.89,2026-02-02 05:15:06.060650,751.65,Member,Debit Card
STN_905,Mumbai,Maharashtra,Slow,21.69,40.44,2026-02-01 15:03:06.060650,173.52,Member,Wallet
STN_204,Hyderabad,Telangana,DC Fast,47.75,93.15,2025-09-13 20:59:06.060650,716.25,Member,UPI
STN_843,Ahmedabad,Gujarat,Fast,22.33,27.81,2025-04-05 04:17:06.060650,267.96,Member,UPI
STN_813,Chennai,Tamil Nadu,Fast,46.39,80.82,2025-10-23 21:52:06.060650,556.68,Member,UPI
STN_376,Hyderabad,Telangana,Level 2,22.73,39.67,2026-01-17 01:24:06.060650,227.3,Member,UPI
STN_870,Kolkata,West Bengal,Fast,18.88,36.43,2026-02-12 21:24:06.060650,226.56,Member,Wallet
STN_324,Hyderabad,Telangana,Fast,33.45,50.52,2025-04-27 21:21:06.060650,401.4,Member,UPI
STN_536,Hyderabad,Telangana,Slow,24.39,33.95,2026-02-07 11:49:06.060650,195.12,Member,UPI
STN_228,Kolkata,West Bengal,Fast,28.2,55.75,2025-09-02 04:40:06.060650,338.4,Member,UPI
STN_670,Kolkata,West Bengal,DC Fast,42.21,70.03,2025-10-20 15:45:06.060650,633.15,Member,UPI
STN_214,Ahmedabad,Gujarat,Level 2,22.92,37.53,2025-08-07 13:28:06.060650,229.2,Member,UPI
STN_542,Bangalore,Karnataka,Slow,13.61,22.13,2025-08-31 21:54:06.060650,108.88,Member,Debit Card
STN_961,Kolkata,West Bengal,DC Fast,46.43,60.83,2025-04-29 02:41:06.060650,696.45,Member,Credit Card
STN_334,Hyderabad,Telangana,DC Fast,37.43,46.17,2025-12-11 23:01:06.060650,561.45,Member,Wallet
STN_501,Mumbai,Maharashtra,Slow,25.38,32.73,2025-06-12 12:01:06.060650,203.04,Member,UPI
STN_715,Chennai,Tamil Nadu,Fast,23.43,33.99,2025-06-06 20:30:06.060650,281.16,Member,UPI
STN_582,Delhi,Delhi,Fast,25.72,41.28,2025-05-29 14:03:06.060650,308.64,Member,UPI
STN_209,Delhi,Delhi,Slow,16.6,21.05,2025-10-23 18:09:06.060650,132.8,Member,UPI
STN_568,Chennai,Tamil Nadu,DC Fast,45.27,63.3,2025-12-21 09:38:06.060650,679.05,Member,UPI
STN_470,Pune,Maharashtra,Slow,14.89,19.0,2025-06-16 10:16:06.060650,119.12,Member,Credit Card
STN_821,Mumbai,Maharashtra,Fast,41.48,73.81,2025-08-19 18:34:06.060650,497.76,Member,Wallet
